transactionId;partner;totalValue
82529496;Criteo;98.87
82528496;Criteo;74.81
82524296;Criteo;274.9
82514496;Criteo;279.0
82514296;Triggit;439.8
82492496;Criteo;533.6
82486296;Criteo;179.9
82485296;Criteo;76.81
82477496;Criteo;48.93
82475296;Criteo;89.73
82474496;Criteo;249.8
82472296;Criteo;209.9
82468496;Vizury;109.9
82461496;Criteo;94.73
82439496;Criteo;398.0
82437296;Mainadv;219.9
82434296;Criteo;139.9
82419496;Criteo;99.9
82397296;Triggit;119.8
82394296;Criteo;99.9
82392296;Criteo;99.9
82387496;Triggit;199.9
82383496;Triggit;99.9
82368296;Criteo;85.81
82362296;Triggit;119.9
82358496;Criteo;299.7
82353496;Criteo;214.8
82342296;Triggit;99.9
82335496;Criteo;199.9
82329496;Criteo;44.81
82324296;Criteo;74.81
82294496;Criteo;159.9
82294296;Criteo;399.0
82286496;Triggit;99.9
82284496;Criteo;169.9
82279296;Triggit;224.7
82273496;Vizury;158.63
82265496;Triggit;54.81
82264296;Criteo;222.9
82255496;Triggit;189.8
82246496;Criteo;309.3
82239296;Mainadv;49.73
82238496;Criteo;74.81
82233496;Triggit;129.9
82197296;Criteo;139.9
82185496;Triggit;600.67
82184296;Criteo;152.9
82161496;Triggit;131.94
82157496;Criteo;90.73
82157296;Sociomantic;359.8
82156496;Criteo;139.9
82147496;Triggit;258.73
82138496;Criteo;268.8
82124296;Vizury;187.8
82113366;Mainadv;104.77
81994496;Criteo;139.8
81993496;Triggit;149.9
81989496;Criteo;109.63
81989296;Criteo;169.9
81976496;Triggit;189.9
81975296;Criteo;259.8
81972296;Criteo;169.9
81967496;Triggit;229.9
81944496;Criteo;86.83
81936496;Criteo;239.9
81913496;Criteo;170.8
81913366;Criteo;374.75
81896496;Criteo;78.86
81888496;Criteo;129.22
81888296;Criteo;269.9
81887496;Triggit;78.87
81878496;Triggit;139.9
81874496;Criteo;74.81
81853496;Criteo;278.83
81849496;Criteo;194.7
81849296;Triggit;84.81
81843496;Criteo;399.9
81833366;Criteo;399.9
81828296;Criteo;95.37
81821496;Criteo;64.81
81816496;Criteo;199.9
81815496;Criteo;549.7
81788496;Criteo;74.81
81785296;Criteo;124.73
81782296;Criteo;199.9
81759496;Criteo;569.7
81736296;Criteo;294.7
81728496;Criteo;164.9
81699296;Criteo;309.8
81697296;Criteo;524.1
81689296;Criteo;158.0
81687296;Criteo;99.81
81686496;Criteo;94.81
81685496;Criteo;74.81
81684296;Criteo;144.7
81666496;Criteo;90.73
81636496;Criteo;64.81
81636296;Criteo;149.9
81633496;Sociomantic;422.73
81626496;Criteo;89.81
81626296;Criteo;67.81
81613366;Criteo;248.0
81599296;Triggit;100.81
81596296;Criteo;144.9
81588496;Criteo;159.7
81586496;Criteo;111.89
81584296;Criteo;94.81
81582296;Triggit;99.9
81578296;Criteo;76.81
81565496;Triggit;99.9
81559496;Criteo;44.81
81557496;Triggit;209.9
81552496;Criteo;164.95
81547496;Criteo;139.8
81544296;Criteo;340.0
81541496;Criteo;36.22
81537296;Criteo;87.52
81536496;Criteo;88.73
81519296;Criteo;138.9
81515496;Triggit;442.2
81512296;Criteo;174.8
81498496;Sociomantic;119.8
81498296;Criteo;126.8
81497496;Criteo;139.9
81495296;Criteo;147.8
81494496;Criteo;74.81
81489496;Criteo;169.9
81481496;Criteo;289.0
81464296;Criteo;139.9
81448496;Criteo;90.63
81444296;Criteo;99.9
81439496;Triggit;248.73
81436296;Criteo;101.8
81435496;Criteo;179.9
81428496;Triggit;871.7
81418496;Triggit;149.9
81397496;Criteo;277.7
81384496;Criteo;189.8
81378296;Criteo;92.81
81374496;Criteo;103.81
81367296;Triggit;109.9
81364496;Criteo;41.52
81362296;Criteo;159.9
81358496;Criteo;435.85
81354496;Triggit;159.9
81342496;Criteo;142.8
81327496;Criteo;140.63
81298296;Triggit;489.8
81297496;Criteo;399.0
81291496;Criteo;108.63
81285296;Criteo;199.9
81263496;Criteo;125.8
81236496;Criteo;35.73
81236296;Criteo;179.9
81213496;Criteo;1098.8
81211496;Criteo;44.81
81197496;Criteo;139.9
81183496;Triggit;249.9
81177496;Criteo;205.7
81173366;Criteo;1858.7
81164496;Criteo;313.83
81162496;Criteo;106.8
81146296;Criteo;199.9
81145496;Criteo;189.9
81141496;Criteo;129.79
81127296;Triggit;298.9
81113366;Criteo;269.6
79995496;Criteo;873.37
79991496;Criteo;155.84
79974496;Triggit;139.99
79962496;Criteo;223.8
79962296;Criteo;139.9
79957496;Criteo;299.9
79927496;Criteo;153.87
79925496;Criteo;448.0
79924496;Criteo;74.81
79922496;Criteo;169.9
79917296;Criteo;74.81
79898496;Criteo;104.8
79895296;Triggit;149.9
79889496;Triggit;99.9
79888496;Triggit;254.0
79876296;Triggit;179.99
79868496;Criteo;179.9
79847496;Criteo;149.9
79828496;Triggit;100.81
79827296;Criteo;102.91
79824496;Vizury;84.81
79794496;Criteo;135.89
79776496;Criteo;139.99
79772296;Criteo;71.73
79769496;Sociomantic;74.81
79756296;Criteo;229.9
79748496;Criteo;182.9
79746496;Criteo;119.9
79736296;Criteo;237.0
79733496;Criteo;493.63
79715496;Criteo;88.81
79713366;Criteo;94.81
79711496;Criteo;284.89
79697496;Criteo;202.6
79695496;Triggit;412.0
79695296;Triggit;89.73
79691496;Triggit;229.9
79681496;Criteo;100.73
79674296;Criteo;129.9
79672496;Sociomantic;199.9
79668296;Criteo;129.9
79664296;Criteo;291.0
79658496;Criteo;68.81
79644496;Criteo;129.8
79622496;Criteo;477.0
79622296;Criteo;179.9
79621496;Triggit;110.63
79614296;Triggit;189.8
79612496;Sociomantic;96.83
79611496;Criteo;80.73
79599496;Sociomantic;179.9
79598496;Criteo;197.0
79596296;Criteo;429.9
79595496;Criteo;179.9
79594296;Criteo;179.9
79591496;Criteo;173.73
79589296;Criteo;149.8
79587496;Criteo;460.9
79579496;Criteo;479.88
79567296;Triggit;127.82
79564496;Criteo;189.9
79563496;Criteo;496.0
79562296;Triggit;54.81
79558296;Criteo;159.9
79557496;Triggit;159.9
79552296;Criteo;229.9
79547496;Triggit;74.81
79542296;Criteo;191.8
79531496;Triggit;699.8
79529496;Criteo;94.81
79527296;Criteo;144.95
79525496;Criteo;84.81
79523496;Criteo;58.73
79513496;Criteo;105.63
79487296;Criteo;279.9
79485296;Triggit;339.9
79482296;Criteo;184.0
79479496;Criteo;279.8
79472296;Criteo;274.9
79468496;Criteo;94.81
79465296;Criteo;38.81
79462496;Criteo;149.9
79453496;Criteo;661.83
79437496;Triggit;434.9
79425496;Criteo;219.9
79423496;Criteo;179.9
79422296;Criteo;239.9
79393496;Triggit;219.99
79389296;Criteo;76.73
79388496;Criteo;89.81
79372496;Criteo;125.7
79339496;Mainadv;102.8
79328296;Triggit;76.73
79321496;Criteo;219.9
79317296;Criteo;149.8
79314296;Criteo;249.9
79286496;Criteo;271.82
79269496;Criteo;49.73
79266496;Triggit;199.9
79264296;Criteo;69.73
79263496;Triggit;195.7
79262296;Criteo;76.27
79259296;Triggit;203.8
79256496;Criteo;119.9
79256296;Criteo;211.0
79253366;Triggit;94.81
79252496;Criteo;149.9
79244496;Triggit;84.81
79244296;Triggit;44.81
79239296;Criteo;149.9
79229496;Criteo;84.81
79226296;Triggit;188.73
79222496;Criteo;279.9
79217296;Criteo;61.73
79199496;Criteo;76.81
79189496;Triggit;399.9
79184496;Criteo;84.81
79178496;Triggit;278.7
79178296;Criteo;64.81
79164296;Criteo;99.9
79163496;Criteo;122.8
79162296;Triggit;109.9
79156296;Criteo;179.0
79154296;Triggit;249.8
79153496;Triggit;637.38
79152496;Criteo;429.8
79151496;Criteo;159.9
79116296;Triggit;169.9
79111496;Criteo;49.73
78997496;Criteo;129.8
78978496;Criteo;56.27
78974296;Criteo;279.9
78966496;Criteo;49.73
78957296;Criteo;269.9
78952496;Criteo;189.9
78937296;Criteo;139.9
78922296;Criteo;570.29
78919296;Triggit;179.9
78895296;Criteo;119.9
78887496;Criteo;74.81
78886296;Criteo;72.81
78882496;Criteo;60.05
78877296;Triggit;145.71
78837296;Criteo;139.8
78834496;Sociomantic;46.27
78825296;Criteo;90.73
78816496;Criteo;84.81
78814496;Criteo;78.22
78798296;Triggit;86.83
78797496;Criteo;99.9
78796296;Criteo;132.9
78794496;Criteo;139.9
78788496;Criteo;89.73
78786496;Criteo;105.27
78765296;Criteo;191.8
78762296;Criteo;169.7
78756496;Criteo;199.73
78754496;Criteo;44.81
78753496;Criteo;208.73
78749296;Criteo;204.8
78745296;Criteo;249.9
78744296;Criteo;139.9
78727496;Criteo;119.9
78727296;Criteo;121.8
78722296;Criteo;74.81
78716496;Triggit;195.73
78688296;Triggit;249.9
78687496;Triggit;259.9
78675496;Criteo;199.9
78648496;Criteo;189.9
78648296;Triggit;299.9
78646296;Criteo;0.0
78641496;Criteo;134.9
78634496;Criteo;269.8
78634296;Triggit;199.9
78614496;Criteo;189.9
78598296;Triggit;93.81
78588296;Criteo;142.73
78577296;Criteo;179.9
78559496;Triggit;152.9
78554496;Triggit;149.9
78554296;Criteo;90.73
78551496;Triggit;119.9
78538296;Triggit;81.81
78536496;Triggit;48.73
78514296;Criteo;259.9
78496296;Criteo;179.99
78486296;Mainadv;114.9
78483496;Criteo;189.9
78482296;Criteo;100.0
78477296;Triggit;84.83
78473496;Triggit;999.0
78453496;Criteo;84.81
78449296;Criteo;99.9
78447296;Criteo;289.9
78444296;Triggit;85.81
78392496;Criteo;139.9
78383496;Criteo;54.81
78369496;Criteo;119.9
78365496;Triggit;589.2
78359296;Criteo;239.9
78357296;Triggit;143.8
78349296;Criteo;251.5
78344296;Criteo;95.71
78341496;Criteo;74.81
78338296;Criteo;159.8
78334296;Criteo;89.86
78327496;Criteo;84.81
78326296;Criteo;159.9
78325296;Criteo;119.8
78324496;Criteo;109.9
78316496;Criteo;209.0
78314496;Criteo;138.73
78313496;Criteo;331.6
78289496;Triggit;172.8
78287296;Criteo;84.81
78272496;Criteo;219.8
78272296;Triggit;179.9
78259296;Criteo;158.9
78258296;Criteo;84.81
78257296;Criteo;164.95
78244496;Criteo;269.75
78242496;Criteo;194.9
78233496;Triggit;429.89
78229496;Criteo;80.73
78197496;Triggit;149.9
78192296;Triggit;199.9
78183496;Criteo;129.9
78181496;Triggit;259.9
78179496;Criteo;109.9
78176296;Criteo;99.9
78175496;Criteo;89.73
78175296;Triggit;224.85
78173496;Criteo;119.9
78171496;Criteo;68.81
78149496;Criteo;181.0
78148296;Sociomantic;147.84
78147496;Criteo;159.9
78146496;Vizury;159.9
78146296;Triggit;84.81
78142496;Criteo;369.0
78142296;Criteo;36.71
78134496;Vizury;679.8
78132496;Sociomantic;109.9
78131496;Criteo;99.9
78129296;Sociomantic;309.6
78122296;Criteo;119.9
78119496;Criteo;399.0
78112496;Triggit;339.8
77988296;Criteo;74.05
77973496;Triggit;169.9
77967296;Criteo;91.83
77938296;Criteo;179.9
77937296;Criteo;108.8
77934496;Criteo;209.9
77934296;Criteo;89.73
77932496;Criteo;242.9
77913366;Criteo;202.7
77899496;Criteo;219.99
77894296;Triggit;159.9
77887496;Triggit;99.9
77887296;Triggit;159.9
77886496;Triggit;41.81
77885496;Criteo;129.9
77885296;Triggit;159.9
77875496;Triggit;179.9
77872296;Triggit;44.81
77867496;Criteo;46.05
77865496;Mainadv;90.81
77857296;Criteo;101.05
77854296;Vizury;272.47
77848496;Vizury;159.8
77838296;Criteo;449.8
77813366;Criteo;169.79
77794296;Criteo;213.73
77787496;Triggit;53.81
77787296;Criteo;195.9
77785296;Triggit;60.81
77777496;Criteo;208.0
77765496;Criteo;141.83
77755496;Triggit;189.9
77754496;Triggit;219.99
77746296;Triggit;139.9
77725496;Criteo;1210.0
77717296;Criteo;378.53
77716496;Triggit;159.9
77714496;Criteo;51.61
77711496;Criteo;164.95
77696496;Sociomantic;109.9
77686296;Criteo;100.0
77684496;Criteo;99.9
77661496;Triggit;198.73
77646296;Criteo;129.0
77637496;Sociomantic;99.9
77632496;Criteo;209.9
77615496;Criteo;159.8
77598296;Criteo;129.9
77583496;Criteo;124.8
77559496;Criteo;240.0
77554496;Criteo;87.52
77551496;Criteo;119.9
77539296;Criteo;149.9
77536296;Criteo;110.0
77499496;Triggit;54.81
77499296;Criteo;199.0
77497496;Triggit;25.73
77496496;Criteo;184.9
77485496;Criteo;94.81
77461496;Criteo;61.71
77459496;Criteo;139.9
77451496;Criteo;242.73
77448496;Criteo;179.9
77448296;Triggit;162.9
77445296;Criteo;179.0
77436296;Triggit;208.73
77424496;Mainadv;46.87
77413366;Sociomantic;161.8
77392296;Criteo;108.83
77389296;Criteo;229.9
77386296;Criteo;299.9
77385296;Triggit;139.9
77379496;Criteo;94.81
77375496;Triggit;161.8
77372496;Criteo;92.81
77366496;Triggit;159.9
77354296;Triggit;179.9
77335496;Criteo;189.8
77331496;Criteo;94.81
77329296;Criteo;86.81
77321496;Criteo;169.9
77313366;Triggit;179.0
77296496;Sociomantic;177.63
77281496;Criteo;95.91
77278296;Criteo;467.73
77234496;Triggit;839.7
77228496;Criteo;99.9
77195496;Criteo;189.8
77193496;Criteo;99.9
77187496;Criteo;149.8
77187296;Criteo;239.9
77169296;Triggit;64.81
77164296;Triggit;159.9
77134296;Sociomantic;82.61
77128296;Criteo;399.8
77119496;Criteo;81.81
77113496;Triggit;189.9
76997496;Criteo;329.7
76988296;Criteo;159.9
76987296;Triggit;29.9
76977296;Criteo;149.0
76972496;Triggit;124.9
76955496;Criteo;84.81
76953366;Triggit;185.9
76949296;Triggit;314.5
76942496;Criteo;74.81
76933366;Criteo;249.9
76928496;Criteo;166.6
76914496;Criteo;74.81
76894296;Triggit;141.7
76875496;Criteo;119.9
76862496;Triggit;38.81
76854496;Criteo;114.9
76853496;Criteo;629.7
76849296;Criteo;64.81
76846296;Triggit;99.9
76833366;Criteo;50.87
76832496;Criteo;144.95
76825296;Criteo;269.7
76799296;Criteo;357.0
76797496;Criteo;189.9
76793496;Criteo;173.7
76788296;Criteo;269.7
76786496;Criteo;109.7
76785496;Criteo;119.9
76773496;Criteo;219.9
76772296;Criteo;94.81
76769496;Criteo;38.81
76768496;Criteo;144.95
76765296;Criteo;89.73
76764496;Criteo;129.9
76764296;Criteo;59.73
76748496;Triggit;359.8
76748296;Criteo;214.7
76742296;Criteo;99.9
76736296;Criteo;289.0
76718496;Mainadv;287.85
76695496;Criteo;479.4
76695296;Triggit;203.65
76686296;Criteo;139.9
76685496;Sociomantic;3552.7
76678496;Triggit;64.81
76675296;Triggit;124.8
76672496;Criteo;179.0
76669296;Triggit;279.8
76658496;Criteo;239.9
76652496;Criteo;85.81
76651496;Criteo;259.9
76644296;Vizury;154.9
76633366;Criteo;159.9
76626496;Criteo;249.9
76626296;Triggit;139.9
76624296;Criteo;109.9
76622296;Triggit;179.9
76617296;Criteo;101.22
76597496;Criteo;109.9
76577296;Criteo;39.81
76573496;Criteo;789.63
76565296;Criteo;109.8
76564496;Criteo;179.9
76563496;Criteo;459.6
76562296;Criteo;169.9
76557296;Criteo;44.81
76552296;Sociomantic;159.9
76548496;Criteo;389.0
76537296;Criteo;179.8
76534496;Triggit;99.9
76532496;Criteo;60.81
76525296;Triggit;129.9
76521496;Triggit;149.9
76513496;Sociomantic;234.9
76499296;Sociomantic;73.71
76497496;Criteo;109.9
76497296;Triggit;159.9
76492296;Criteo;139.9
76484496;Criteo;18.81
76484296;Triggit;369.8
76455496;Criteo;159.9
76437296;Criteo;239.9
76434496;Criteo;249.9
76433496;Triggit;159.9
76433366;Criteo;499.4
76428496;Triggit;159.9
76426496;Criteo;119.9
76414296;Criteo;85.71
76412296;Criteo;169.9
76386296;Criteo;169.73
76384496;Criteo;129.9
76378496;Criteo;139.8
76373366;Sociomantic;179.9
76369496;Triggit;56.71
76365296;Criteo;349.7
76359496;Criteo;191.25
76356496;Triggit;199.9
76346296;Criteo;1169.9
76344496;Criteo;129.9
76334296;Criteo;44.81
76331496;Criteo;129.9
76322296;Criteo;149.9
76313496;Triggit;120.0
76294296;Criteo;99.9
76292496;Sociomantic;109.7
76292296;Criteo;97.73
76291496;Criteo;44.81
76263496;Triggit;90.52
76239496;Criteo;259.9
76231496;Sociomantic;249.0
76196496;Criteo;114.8
76188296;Triggit;109.9
76184296;Triggit;269.9
76179296;Criteo;111.8
76171496;Triggit;135.91
76164496;Triggit;60.81
76164296;Criteo;159.9
76158296;Triggit;158.0
76155496;Criteo;279.79
76152496;Criteo;94.81
76146496;Criteo;199.9
76142496;Triggit;336.7
76137496;Triggit;158.0
76136296;Criteo;149.9
76119496;Criteo;38.81
75995296;Criteo;129.9
75994496;Criteo;139.9
75986496;Criteo;189.9
75983496;Criteo;54.81
75979296;Criteo;38.81
75974496;Triggit;233.71
75969496;Criteo;159.9
75966496;Criteo;179.6
75951496;Sociomantic;199.9
75949496;Triggit;139.9
75948296;Criteo;99.9
75926496;Sociomantic;149.9
75926296;Mainadv;213.7
75924296;Criteo;54.81
75923496;Criteo;149.9
75912496;Criteo;159.0
75889296;Triggit;203.6
75886296;Triggit;139.9
75876496;Criteo;353.8
75876296;Criteo;74.81
75865496;Criteo;1377.5
75865296;Vizury;289.9
75854296;Vizury;116.77
75853496;Criteo;132.8
75847496;Triggit;199.7
75846296;Criteo;139.9
75842296;Criteo;100.73
75839296;Triggit;92.81
75829296;Criteo;78.73
75794496;Triggit;199.9
75787296;Criteo;159.9
75786296;Criteo;229.8
75769496;Criteo;139.9
75762496;Criteo;155.8
75758296;Criteo;749.8
75743496;Criteo;1524.7
75738296;Criteo;209.9
75736496;Triggit;76.85
75733366;Triggit;88.86
75732496;Mainadv;84.81
75724496;Criteo;369.79
75716296;Criteo;424.75
75699496;Criteo;288.9
75696496;Triggit;99.9
75682496;Criteo;86.03
75675296;Criteo;104.85
75649296;Criteo;169.9
75648496;Criteo;428.0
75645496;Criteo;63.91
75644496;Criteo;84.81
75641496;Triggit;199.9
75627496;Triggit;29.81
75618296;Criteo;149.9
75596496;Criteo;99.9
75592496;Triggit;294.6
75586296;Criteo;221.8
75585296;Criteo;94.81
75558496;Criteo;100.8
75548496;Vizury;327.58
75544296;Criteo;249.9
75537296;Triggit;228.82
75531496;Criteo;119.9
75519296;Sociomantic;105.8
75492496;Criteo;259.9
75481496;Triggit;159.9
75467296;Criteo;264.73
75457496;Criteo;499.8
75454296;Criteo;209.6
75453366;Criteo;386.7
75452496;Criteo;164.95
75449296;Criteo;159.9
75448296;Criteo;178.0
75447296;Criteo;449.8
75444296;Criteo;139.86
75433496;Triggit;61.83
75427296;Criteo;174.9
75424496;Criteo;86.27
75414296;Sociomantic;94.81
75398296;Criteo;99.81
75396296;Criteo;119.9
75389296;Vizury;169.9
75387296;Sociomantic;129.9
75377296;Sociomantic;169.9
75374496;Criteo;599.9
75364496;Triggit;285.0
75355496;Criteo;199.9
75353366;Criteo;135.8
75352296;Criteo;243.9
75351496;Criteo;539.8
75344496;Criteo;247.73
75338496;Criteo;172.73
75335496;Criteo;239.9
75329496;Criteo;204.73
75328496;Criteo;199.7
75319296;Criteo;285.7
75317296;Triggit;299.7
75313366;Criteo;79.73
75287496;Criteo;74.81
75286496;Criteo;105.22
75254296;Criteo;525.7
75247296;Mainadv;170.8
75234296;Criteo;481.9
75232496;Criteo;85.81
75229296;Triggit;359.9
75228496;Criteo;115.8
75226496;Criteo;98.87
75226296;Triggit;89.73
75213366;Criteo;59.81
75199496;Criteo;189.8
75198296;Criteo;169.8
75186296;Vizury;99.9
75179496;Criteo;54.81
75166296;Mainadv;64.81
75148496;Criteo;84.81
75146296;Criteo;163.8
75139296;Triggit;249.9
75134496;Criteo;499.9
75129296;Criteo;355.5
75127296;Criteo;159.9
75123496;Triggit;157.7
75121496;Criteo;88.73
75112496;Triggit;183.8
74995296;Criteo;59.86
74992496;Criteo;109.9
74982296;Triggit;84.81
74978496;Sociomantic;92.8
74949496;Triggit;299.8
74939296;Criteo;105.8
74938496;Criteo;59.73
74932496;Criteo;229.8
74931496;Sociomantic;699.9
74923496;Criteo;189.9
74918296;Triggit;129.9
74884496;Vizury;159.9
74879496;Triggit;129.9
74874296;Criteo;169.8
74873496;Criteo;101.81
74865296;Criteo;329.9
74852496;Triggit;239.9
74848296;Criteo;128.8
74833496;Criteo;306.8
74832496;Criteo;88.73
74829496;Criteo;200.63
74826496;Criteo;229.9
74821496;Criteo;66.27
74818296;Criteo;198.83
74812296;Vizury;144.95
74811496;Criteo;429.8
74798496;Criteo;759.9
74787496;Triggit;202.73
74785496;Criteo;99.9
74769496;Criteo;105.71
74766296;Criteo;189.9
74764296;Criteo;211.84
74759296;Triggit;84.81
74758496;Criteo;299.0
74746296;Criteo;239.5
74744296;Criteo;119.9
74738496;Criteo;44.81
74725496;Criteo;816.9
74722496;Criteo;129.9
74721496;Criteo;66.27
74689496;Triggit;109.9
74682296;Criteo;189.9
74679296;Vizury;293.9
74667496;Criteo;239.9
74662496;Vizury;35.71
74645496;Criteo;210.83
74625296;Triggit;119.7
74592296;Criteo;703.9
74587296;Criteo;155.9
74584296;Sociomantic;28.81
74583496;Criteo;447.4
74576496;Criteo;139.9
74574496;Criteo;129.9
74567296;Criteo;129.9
74564296;Criteo;84.81
74558296;Vizury;76.05
74552296;Criteo;111.8
74551496;Criteo;99.9
74544296;Criteo;139.9
74542496;Criteo;127.7
74542296;Criteo;309.7
74541496;Criteo;178.9
74539496;Criteo;122.6
74539296;Criteo;103.81
74538496;Criteo;324.7
74536296;Criteo;35.81
74533496;Triggit;109.9
74527296;Criteo;139.9
74522296;Triggit;148.9
74518296;Sociomantic;120.8
74516496;Triggit;139.9
74492496;Criteo;699.96
74488496;Triggit;84.9
74487496;Triggit;159.9
74477296;Vizury;329.8
74466496;Criteo;159.9
74452496;Vizury;229.9
74443496;Criteo;149.9
74439496;Criteo;159.9
74433366;Criteo;158.0
74427496;Criteo;169.73
74422496;Criteo;81.81
74419496;Criteo;84.81
74417496;Triggit;149.7
74417296;Criteo;44.73
74416296;Criteo;179.0
74397496;Triggit;44.81
74394296;Criteo;109.8
74389296;Criteo;199.9
74383496;Criteo;199.9
74369296;Criteo;73.73
74366296;Criteo;139.9
74359296;Triggit;394.8
74354496;Criteo;179.9
74349296;Criteo;64.81
74342496;Criteo;46.81
74339296;Criteo;117.83
74318496;Criteo;279.7
74313496;Criteo;169.99
74298296;Triggit;399.9
74296296;Criteo;149.9
74292296;Triggit;84.81
74289296;Criteo;169.8
74288496;Triggit;191.8
74283496;Triggit;189.9
74271496;Mainadv;71.9
74252496;Criteo;45.81
74243496;Criteo;74.81
74231496;Criteo;174.9
74229496;Triggit;349.8
74228496;Criteo;87.81
74224296;Criteo;119.8
74216496;Criteo;399.9
74214296;Triggit;159.9
74211496;Criteo;64.81
74197496;Criteo;239.9
74195496;Sociomantic;66.05
74176296;Criteo;229.9
74172496;Criteo;591.3
74155496;Criteo;129.9
74153496;Criteo;179.9
74133496;Criteo;35.71
74117496;Criteo;74.81
74115496;Criteo;139.9
74112496;Criteo;189.84
73985496;Criteo;119.9
73984296;Criteo;150.0
73977496;Criteo;85.81
73975296;Criteo;131.6
73962296;Criteo;199.9
73942496;Criteo;777.8
73939296;Criteo;119.9
73938296;Criteo;109.8
73936296;Criteo;129.9
73933366;Criteo;349.9
73932496;Criteo;169.8
73932296;Criteo;144.9
73929296;Criteo;139.9
73927496;Triggit;62.83
73926496;Criteo;183.65
73919496;Criteo;189.9
73914496;Criteo;399.9
73911496;Criteo;227.8
73894296;Criteo;199.9
73892296;Criteo;64.81
73885296;Criteo;289.73
73883496;Sociomantic;238.73
73865496;Criteo;109.9
73858296;Criteo;339.8
73845496;Triggit;941.7
73836496;Criteo;169.9
73834496;Criteo;127.42
73826296;Criteo;119.9
73825296;Criteo;94.81
73816296;Criteo;299.9
73815496;Criteo;322.0
73798296;Criteo;122.0
73781496;Triggit;199.9
73768496;Criteo;169.8
73767496;Triggit;189.8
73758496;Criteo;44.81
73744496;Criteo;109.0
73744296;Criteo;44.81
73738296;Criteo;99.9
73731496;Triggit;99.9
73726496;Criteo;279.0
73718296;Vizury;62.87
73713496;Criteo;152.9
73711496;Vizury;78.61
73699496;Criteo;146.8
73698496;Triggit;169.9
73697296;Mainadv;92.81
73682296;Criteo;279.98
73677296;Sociomantic;189.9
73668296;Criteo;260.63
73658496;Criteo;105.71
73643496;Criteo;599.0
73642496;Criteo;54.81
73618496;Criteo;60.81
73616296;Sociomantic;109.0
73592496;Triggit;259.9
73589496;Vizury;123.8
73589296;Criteo;249.9
73588296;Criteo;683.59
73578296;Criteo;159.0
73577496;Criteo;199.9
73576496;Triggit;256.56
73565496;Criteo;43.73
73559296;Criteo;89.81
73554296;Criteo;252.73
73553366;Criteo;1596.59
73549296;Criteo;159.9
73545296;Triggit;159.9
73542296;Vizury;76.83
73527496;Criteo;179.9
73499496;Criteo;64.85
73496296;Triggit;423.3
73491496;Criteo;94.81
73485496;Mainadv;175.9
73484296;Criteo;259.9
73475496;Criteo;109.9
73474496;Criteo;129.9
73462496;Criteo;189.8
73461496;Criteo;94.81
73459496;Criteo;107.84
73456296;Criteo;139.9
73433366;Criteo;161.8
73422496;Criteo;87.52
73414496;Criteo;206.6
73413496;Criteo;169.9
73413366;Triggit;263.9
73412296;Criteo;99.63
73397496;Triggit;249.9
73395496;Criteo;118.9
73389296;Criteo;92.81
73383496;Criteo;129.9
73382496;Criteo;399.9
73369496;Sociomantic;117.7
73369296;Criteo;239.9
73363496;Criteo;397.0
73358496;Criteo;388.59
73357496;Criteo;199.0
73353496;Triggit;90.81
73353366;Triggit;139.9
73351496;Triggit;247.0
73333496;Criteo;84.81
73327496;Triggit;129.8
73323496;Criteo;199.9
73322296;Triggit;119.9
73311496;Triggit;239.6
73297296;Triggit;309.6
73295296;Criteo;119.9
73285496;Criteo;187.7
73277496;Criteo;702.0
73273496;Criteo;259.0
73229296;Criteo;119.9
73224296;Triggit;137.5
73195496;Criteo;99.9
73192496;Criteo;129.9
73184296;Criteo;109.9
73173366;Triggit;119.9
73157296;Criteo;189.9
73156496;Criteo;169.9
73134496;Criteo;238.8
73128496;Criteo;119.9
73126496;Criteo;185.0
73123496;Triggit;119.9
73119296;Triggit;57.87
73117496;Criteo;168.9
73116296;Criteo;63.73
73115496;Criteo;169.9
73114296;Criteo;184.0
73113366;Criteo;1763.52
72995496;Criteo;209.9
72993496;Criteo;159.9
72988296;Vizury;48.93
72973496;Criteo;68.81
72945296;Criteo;114.83
72941496;Criteo;172.73
72939296;Criteo;169.9
72928296;Criteo;189.9
72913366;Criteo;74.81
72893496;Criteo;189.9
72875296;Criteo;100.87
72873496;Sociomantic;229.99
72854496;Criteo;135.0
72853496;Triggit;119.9
72828296;Criteo;579.8
72796496;Criteo;67.81
72782296;Criteo;105.53
72778296;Criteo;106.83
72777296;Criteo;39.73
72774296;Criteo;139.9
72766496;Criteo;156.8
72759296;Vizury;239.7
72753496;Criteo;149.9
72746496;Criteo;145.9
72744496;Criteo;199.0
72738296;Triggit;239.8
72737296;Criteo;219.8
72729496;Criteo;259.8
72714296;Criteo;170.7
72712496;Vizury;179.9
72699296;Criteo;150.0
72697496;Criteo;178.73
72685296;Criteo;125.91
72663496;Criteo;129.9
72654496;Criteo;168.9
72652296;Triggit;139.99
72646296;Criteo;199.9
72636296;Criteo;105.37
72627296;Triggit;99.73
72624496;Criteo;88.87
72612296;Criteo;198.9
72597496;Criteo;90.73
72582296;Criteo;109.9
72572496;Criteo;174.93
72568496;Criteo;99.9
72564496;Criteo;174.6
72556296;Criteo;134.9
72554496;Criteo;854.0
72547296;Sociomantic;179.8
72544296;Criteo;239.8
72543496;Criteo;179.99
72517496;Sociomantic;69.73
72516296;Criteo;209.8
72514296;Triggit;111.8
