transactionId;partner;totalValue
53577296;Criteo;49.71
53565496;Triggit;239.9
53522496;Criteo;159.9
53521496;Criteo;169.9
53518296;Criteo;94.81
53516296;Criteo;189.8
53499296;Criteo;195.8
53483496;Sociomantic;154.8
53479296;Triggit;40.81
53473496;Triggit;179.7
53462496;Criteo;99.9
53457296;Criteo;259.72
53455496;Criteo;86.83
53453496;Criteo;179.9
53447496;Criteo;135.82
53446496;Criteo;74.81
53433366;Triggit;109.9
53429296;Criteo;40.81
53427496;Criteo;129.9
53412296;Criteo;179.9
53387496;Triggit;279.9
53387296;Criteo;218.9
53384296;Criteo;44.81
53361496;Criteo;112.8
53357496;Mainadv;272.74
53354496;Criteo;329.8
53345296;Mainadv;34.81
53344296;Criteo;92.77
53341496;Criteo;199.9
53336496;Criteo;129.9
53331496;Criteo;109.9
53327296;Criteo;65.81
53322296;Criteo;76.81
53316496;Criteo;162.9
53299496;Sociomantic;214.8
53294496;Criteo;189.9
53279296;Criteo;168.0
53273496;Criteo;70.83
53268496;Criteo;299.9
53237496;Criteo;120.7
53227496;Criteo;149.8
53227296;Triggit;149.9
53216296;Criteo;106.86
53197496;Criteo;395.0
53189296;Triggit;67.81
53187296;Criteo;139.8
53184496;Vizury;111.8
53182496;Criteo;94.81
53167496;Criteo;159.8
53165496;Triggit;202.83
53154296;Criteo;299.63
53147496;Criteo;99.9
53145296;Triggit;599.9
53144296;Criteo;99.9
53142296;Vizury;64.81
53135496;Criteo;138.9
53124296;Triggit;70.8
53119496;Criteo;139.8
53118496;Criteo;181.53
53116296;Triggit;59.81
52996296;Triggit;439.8
52995296;Criteo;370.5
52988296;Triggit;219.9
52987496;Criteo;214.7
52984296;Criteo;97.52
52983496;Criteo;159.9
52977296;Triggit;249.9
52968496;Criteo;189.9
52965496;Criteo;389.63
52957296;Triggit;349.9
52949496;Criteo;60.81
52945296;Criteo;229.9
52943496;Criteo;74.81
52941496;Criteo;299.8
52929496;Triggit;69.73
52919296;Criteo;240.63
52917496;Criteo;209.81
52899296;Criteo;65.93
52889296;Criteo;149.8
52887496;Criteo;512.73
52876296;Criteo;94.81
52874496;Criteo;234.9
52862296;Criteo;159.9
52856496;Mainadv;109.9
52849496;Criteo;744.8
52846496;Criteo;119.9
52834496;Criteo;279.0
52822296;Criteo;119.9
52819296;Criteo;159.9
52788496;Criteo;103.8
52774496;Criteo;105.71
52747496;Criteo;54.81
52745496;Triggit;199.9
52741496;Criteo;82.77
52738496;Triggit;104.73
52737296;Criteo;198.0
52722296;Sociomantic;199.8
52721496;Triggit;103.42
52719496;Criteo;139.9
52695496;Criteo;299.99
52694496;Criteo;149.9
52693496;Criteo;119.9
52668496;Criteo;349.9
52666496;Criteo;612.8
52658296;Triggit;259.9
52657496;Triggit;129.9
52653366;Criteo;109.9
52649496;Criteo;139.9
52646296;Criteo;245.7
52631496;Criteo;179.0
52629296;Triggit;239.8
52622296;Criteo;49.73
52621496;Criteo;100.71
52597496;Sociomantic;339.84
52595496;Criteo;472.1
52593496;Criteo;139.9
52581496;Sociomantic;172.0
52579296;Criteo;79.73
52567496;Triggit;64.81
52566496;Criteo;257.7
52564296;Criteo;106.83
52561496;Criteo;149.9
52559296;Criteo;159.9
52556496;Criteo;54.81
52555496;Criteo;66.03
52552496;Sociomantic;342.9
52497296;Criteo;119.9
52494296;Criteo;99.9
52492296;Criteo;100.0
52484496;Criteo;229.9
52478296;Criteo;188.0
52477296;Triggit;229.9
52476496;Criteo;80.87
52474296;Criteo;219.99
52457296;Criteo;53.81
52449496;Triggit;189.9
52426296;Criteo;286.36
52425496;Criteo;1018.65
52397296;Criteo;58.81
52385496;Criteo;122.9
52383496;Criteo;64.81
52367296;Criteo;69.81
52363496;Criteo;169.9
52352496;Criteo;99.9
52352296;Criteo;58.83
52347496;Criteo;778.0
52338296;Criteo;531.93
52337496;Criteo;78.03
52336496;Criteo;205.8
52332496;Triggit;169.9
52325296;Criteo;289.9
52318296;Sociomantic;239.9
52317296;Criteo;557.9
52314296;Criteo;149.9
52298496;Criteo;87.81
52295496;Criteo;278.0
52293496;Criteo;119.8
52288296;Criteo;87.81
52287496;Criteo;109.9
52283496;Criteo;50.73
52268496;Criteo;189.73
52264296;Criteo;109.9
52262296;Criteo;99.9
52259496;Criteo;119.9
52256296;Criteo;419.8
52251496;Criteo;129.9
52244496;Triggit;54.81
52241496;Criteo;66.73
52236496;Criteo;429.8
52233496;Triggit;56.05
52228496;Criteo;179.9
52216296;Triggit;127.73
52196296;Criteo;136.8
52179496;Vizury;254.9
52161496;Criteo;129.9
52159496;Criteo;47.81
52153496;Criteo;99.9
52144496;Criteo;93.91
52141496;Criteo;149.4
52139496;Triggit;69.73
52139296;Triggit;119.9
52138496;Criteo;44.81
52138296;Criteo;130.8
52134296;Triggit;111.8
52133496;Triggit;54.81
52131496;Criteo;169.8
52129496;Criteo;399.9
52119296;Triggit;59.73
52118496;Criteo;156.7
52118296;Criteo;169.9
51999496;Criteo;273.8
51998496;Criteo;134.9
51997496;Criteo;237.68
51987496;Criteo;119.9
51976296;Triggit;99.9
51975296;Triggit;224.85
51963496;Sociomantic;319.8
51957496;Criteo;139.9
51946496;Triggit;118.0
51942496;Criteo;84.07
51939296;Criteo;179.8
51926496;Triggit;469.9
51916496;Criteo;349.9
51896496;Criteo;44.81
51895296;Triggit;149.9
51889496;Mainadv;299.9
51876296;Criteo;239.8
51872496;Triggit;199.9
51866296;Triggit;118.73
51865496;Criteo;189.9
51857296;Criteo;167.8
51845296;Mainadv;64.81
51839296;Criteo;219.9
51831496;Criteo;237.95
51825296;Triggit;248.53
51784496;Triggit;144.9
51784296;Criteo;113.4
51779296;Criteo;199.9
51775296;Triggit;84.81
51774496;Criteo;259.0
51769496;Criteo;159.99
51751496;Criteo;169.9
51749496;Criteo;217.95
51749296;Criteo;98.73
51738496;Criteo;159.9
51725496;Triggit;94.81
51713496;Criteo;149.7
51697496;Criteo;129.9
51679496;Criteo;592.7
51665296;Criteo;212.73
51656496;Criteo;119.9
51646496;Criteo;319.0
51618496;Criteo;199.9
51599296;Triggit;109.9
51594496;Criteo;194.9
51581496;Criteo;242.73
51574496;Criteo;131.8
51557296;Criteo;32.47
51554496;Criteo;399.0
51549496;Triggit;199.9
51549296;Criteo;84.81
51543496;Triggit;99.9
51542296;Criteo;229.9
51539296;Criteo;412.5
51528496;Criteo;159.9
51524496;Criteo;139.9
51516496;Criteo;150.9
51514296;Triggit;323.9
51512496;Criteo;119.8
51512296;Criteo;149.7
51511496;Triggit;46.27
51499496;Criteo;279.59
51493496;Criteo;49.73
51492296;Criteo;399.9
51488496;Criteo;380.63
51479496;Criteo;119.9
51476496;Criteo;96.83
51452496;Criteo;174.8
51448496;Criteo;84.81
51445296;Criteo;123.73
51444496;Criteo;159.9
51441496;Triggit;159.9
51427296;Criteo;109.9
51425496;Criteo;201.7
51419296;Triggit;159.9
51417296;Criteo;60.83
51394296;Triggit;119.9
51392296;Triggit;99.9
51382496;Criteo;269.9
51379496;Criteo;209.73
51364496;Criteo;179.9
51354496;Criteo;189.0
51349496;Triggit;85.81
51349296;Criteo;149.9
51347496;Triggit;84.81
51344496;Criteo;66.14
51323496;Criteo;109.9
51322296;Criteo;219.9
51319496;Vizury;99.9
51319296;Criteo;208.9
51288496;Criteo;159.9
51272496;Criteo;89.73
51264496;Triggit;359.8
51263496;Criteo;119.0
51254496;Criteo;119.9
51253366;Criteo;109.9
51245496;Criteo;160.6
51226496;Criteo;239.8
51225496;Criteo;134.8
51223496;Triggit;369.7
51192296;Criteo;169.8
51179496;Criteo;349.8
51176296;Criteo;199.9
51174296;Criteo;179.8
51158496;Triggit;44.81
51134496;Criteo;129.9
51126496;Triggit;109.9
51117496;Criteo;99.9
49994296;Triggit;339.9
49987496;Criteo;100.7
49983496;Criteo;41.73
49966496;Triggit;66.22
49964296;Criteo;119.7
49961496;Criteo;119.9
49958296;Triggit;199.9
49957496;Criteo;159.9
49946496;Criteo;202.7
49945496;Criteo;109.9
49937296;Criteo;99.81
49932296;Triggit;159.9
49926296;Criteo;693.9
49925496;Criteo;249.9
49918296;Triggit;202.9
49916496;Criteo;79.73
49914296;Triggit;332.73
49899296;Criteo;168.7
49888296;Triggit;189.9
49885496;Triggit;119.7
49883496;Triggit;49.73
49882296;Triggit;139.8
49878296;Criteo;147.0
49876296;Criteo;139.9
49859296;Criteo;835.95
49849496;Criteo;129.9
49848496;Criteo;84.81
49834296;Criteo;167.8
49833496;Criteo;248.54
49829496;Criteo;269.8
49813366;Sociomantic;64.81
49811496;Criteo;135.8
49799296;Criteo;139.9
49797296;Criteo;139.9
49795496;Triggit;269.7
49794296;Criteo;64.86
49792496;Criteo;62.9
49786496;Sociomantic;279.77
49783496;Criteo;599.0
49773496;Criteo;119.9
49772296;Criteo;129.9
49767496;Vizury;109.9
49766496;Vizury;247.92
49753366;Criteo;127.34
49732296;Triggit;199.0
49723496;Criteo;96.73
49718296;Criteo;139.8
49699496;Criteo;89.71
49696296;Vizury;58.81
49688296;Criteo;207.8
49685296;Triggit;189.8
49673496;Criteo;85.71
49662496;Criteo;145.95
49646496;Criteo;98.81
49645296;Triggit;109.9
49636296;Triggit;84.81
49634296;Criteo;829.5
49632496;Criteo;329.6
49627496;Criteo;85.71
49624496;Criteo;129.9
49623496;Criteo;249.0
49599296;Criteo;489.4
49594296;Triggit;169.9
49593496;Criteo;149.9
49562496;Criteo;459.1
49554296;Criteo;199.9
49547296;Criteo;129.9
49546296;Criteo;139.9
49539496;Criteo;159.9
49514496;Criteo;78.05
49497296;Triggit;199.9
49485296;Criteo;155.85
49479296;Criteo;99.9
49475296;Criteo;172.73
49466496;Triggit;239.8
49464496;Criteo;389.8
49463496;Triggit;139.9
49451496;Criteo;83.73
49445496;Triggit;129.9
49438296;Criteo;178.0
49436296;Criteo;94.81
49418496;Criteo;289.8
49417496;Criteo;625.0
49414296;Criteo;129.9
49398496;Triggit;458.9
49396296;Criteo;159.9
49388496;Triggit;199.9
49378296;Triggit;179.9
49376296;Sociomantic;162.9
49371496;Criteo;86.81
49364496;Criteo;119.73
49362296;Criteo;1197.7
49348496;Criteo;209.9
49339496;Criteo;583.9
49334296;Criteo;199.9
49323496;Criteo;99.9
49314496;Criteo;84.81
49313496;Triggit;119.9
49297296;Triggit;93.77
49294296;Sociomantic;86.05
49286496;Triggit;162.9
49279296;Triggit;179.8
49275496;Criteo;39.9
49267296;Criteo;80.73
49265496;Criteo;129.8
49259296;Criteo;151.8
49242496;Criteo;106.51
49241496;Criteo;157.8
49233366;Criteo;139.9
49232496;Criteo;54.81
49222296;Criteo;74.81
49194296;Triggit;119.9
49188496;Criteo;104.0
49187296;Criteo;171.8
49183496;Criteo;129.9
49179496;Criteo;54.81
49179296;Criteo;389.0
49174496;Criteo;188.9
49169296;Criteo;26.31
49165496;Criteo;145.7
49156496;Criteo;160.88
49153366;Criteo;44.81
49139496;Triggit;109.9
49138496;Criteo;129.9
49131496;Criteo;54.91
49117496;Criteo;34.03
49116296;Sociomantic;119.9
48993496;Triggit;154.8
48992496;Sociomantic;398.7
48992296;Criteo;414.8
48986296;Criteo;151.8
48978296;Criteo;742.73
48946296;Criteo;189.9
48941496;Criteo;199.9
48922496;Criteo;418.5
48917296;Triggit;546.13
48899496;Triggit;389.9
48896496;Triggit;151.8
48894296;Vizury;139.9
48865296;Sociomantic;74.81
48822496;Criteo;129.9
48821496;Criteo;201.8
48799496;Criteo;43.87
48792296;Criteo;139.9
48787296;Criteo;159.9
48786496;Triggit;119.9
48786296;Criteo;202.9
48784296;Criteo;258.0
48779296;Criteo;119.8
48778496;Criteo;169.9
48769296;Triggit;119.9
48757296;Criteo;209.8
48753496;Mainadv;229.8
48736296;Criteo;45.71
48724296;Criteo;209.8
48716496;Triggit;144.95
48714296;Criteo;49.76
48686296;Criteo;109.9
48685496;Criteo;87.81
48673496;Criteo;199.8
48669496;Criteo;99.9
48668296;Criteo;209.9
48656296;Triggit;99.9
48655496;Criteo;139.9
48637496;Criteo;54.81
48624496;Criteo;94.81
48623496;Criteo;93.77
48618296;Criteo;319.63
48611496;Criteo;159.8
48592296;Criteo;84.81
48591496;Criteo;122.8
48587296;Criteo;198.0
48577496;Criteo;159.9
48572496;Sociomantic;153.8
48552496;Triggit;272.7
48548296;Criteo;129.9
48545496;Zanox;105.8
48542296;Criteo;213.9
48536496;Criteo;479.9
48532496;Triggit;119.8
48524296;Criteo;109.9
48493496;Mainadv;166.0
48489296;Triggit;103.8
48481496;Criteo;499.9
48453366;Criteo;129.7
48437296;Criteo;1108.7
48428496;Criteo;568.7
48424496;Criteo;76.81
48419496;Criteo;129.9
48419296;Criteo;384.6
48418496;Criteo;164.95
48418296;Criteo;179.9
48399496;Criteo;339.0
48396496;Triggit;129.9
48394296;Criteo;239.8
48384296;Criteo;289.9
48376496;Criteo;314.9
48376296;Triggit;189.9
48362496;Triggit;149.9
48358496;Triggit;78.87
48357296;Criteo;129.9
48354496;Criteo;250.7
48346496;Criteo;66.27
48336296;Criteo;142.8
48324296;Triggit;259.8
48296296;Criteo;101.9
48293496;Criteo;149.9
48289496;Triggit;109.8
48276296;Triggit;199.9
48269296;Triggit;109.9
48262496;Criteo;152.0
48229496;Criteo;424.0
48213496;Criteo;239.9
48197496;Criteo;109.9
48192296;Triggit;179.8
48188296;Triggit;128.73
48179496;Criteo;189.9
48176296;Criteo;99.73
48169496;Triggit;78.87
48165496;Criteo;235.7
48163496;Criteo;109.9
48162496;Criteo;159.9
48159296;Criteo;239.9
48158296;Criteo;199.9
48156296;Criteo;142.73
48147496;Criteo;99.9
48137296;Criteo;87.52
48129496;Criteo;139.9
48128296;Criteo;101.73
48121496;Criteo;79.73
48115496;Criteo;99.9
47988496;Sociomantic;106.63
47981496;Triggit;399.0
47965296;Triggit;99.73
47958496;Criteo;34.81
47956296;Criteo;106.8
47949296;Criteo;542.3
47948296;Criteo;159.9
47944496;Criteo;189.9
47928496;Criteo;99.9
47918296;Criteo;284.8
47915496;Criteo;149.8
47914496;Triggit;169.5
47898496;Criteo;159.9
47895296;Triggit;202.9
47852496;Triggit;279.7
47851496;Criteo;68.77
47849496;Sociomantic;144.95
47837296;Criteo;209.7
47827496;Criteo;549.0
47816296;Criteo;3341.73
47796496;Sociomantic;44.81
47787296;Criteo;203.73
47781496;Criteo;159.9
47767496;Sociomantic;38.81
47766496;Sociomantic;76.85
47759496;Criteo;69.73
47751496;Criteo;119.9
47737296;Triggit;169.8
47725496;Criteo;94.81
47716296;Criteo;199.0
47691496;Criteo;79.73
47679496;Criteo;60.73
47676496;Criteo;99.9
47676296;Triggit;157.73
47667496;Sociomantic;38.81
47665296;Criteo;209.73
47661496;Triggit;59.83
47654496;Triggit;169.9
47639296;Criteo;119.92
47634496;Criteo;209.9
47625296;Criteo;169.9
47598496;Criteo;119.7
47597296;Criteo;225.73
47594496;Criteo;107.97
47581496;Triggit;333.95
47579496;Sociomantic;119.9
47564296;Vizury;189.9
47553496;Criteo;199.0
47548496;Mainadv;115.7
47544296;Criteo;123.6
47542496;Criteo;109.9
47538496;Triggit;101.0
47536496;Criteo;289.8
47531496;Criteo;64.81
47528496;Criteo;109.9
47519496;Criteo;38.81
47498496;Criteo;117.8
47497296;Criteo;109.9
47494296;Criteo;164.95
47492296;Triggit;129.9
47482296;Criteo;179.88
47476296;Criteo;577.9
47468496;Criteo;319.8
47462296;Criteo;84.81
47453496;Criteo;119.9
47436296;Criteo;119.9
47434496;Criteo;109.8
47428296;Criteo;99.9
47415496;Criteo;44.81
47394496;Criteo;159.9
47394296;Triggit;129.9
47379496;Criteo;399.7
47359296;Triggit;149.99
47356496;Triggit;199.9
47355496;Criteo;78.81
47348296;Criteo;159.99
47342296;Sociomantic;199.9
47337496;Criteo;250.8
47337296;Mainadv;149.9
47329296;Criteo;489.9
47316496;Criteo;189.9
47316296;Triggit;124.9
47295296;Triggit;199.9
47276296;Criteo;184.9
47271496;Criteo;90.81
47264296;Criteo;119.9
47262296;Triggit;469.9
47256296;Criteo;169.9
47255496;Criteo;150.15
47254496;Criteo;174.73
47252296;Triggit;119.9
47225496;Criteo;74.81
47224296;Triggit;109.9
47219496;Sociomantic;89.73
47218296;Criteo;179.9
47217296;Triggit;258.83
47215496;Sociomantic;367.68
47189496;Criteo;60.81
47178496;Criteo;86.83
47177496;Criteo;209.9
47159296;Criteo;119.9
47157496;Criteo;139.9
47152496;Criteo;377.0
47137296;Criteo;39.9
47136296;Triggit;99.9
47129496;Criteo;119.9
46991496;Triggit;109.9
46989496;Vizury;93.73
46986496;Criteo;162.73
46972296;Criteo;279.9
46958496;Triggit;177.73
46958296;Criteo;421.0
46956296;Criteo;113.8
46955496;Triggit;629.9
46953496;Criteo;94.81
46951496;Triggit;309.9
46948296;Criteo;44.81
46946496;Criteo;159.8
46942296;Criteo;134.89
46938496;Criteo;163.84
46933496;Criteo;139.9
46918296;Vizury;189.9
46916496;Criteo;569.0
46913366;Criteo;229.8
46896496;Criteo;443.9
46893496;Criteo;239.9
46888496;Criteo;139.9
46887496;Triggit;164.95
46886296;Criteo;112.8
46878496;Criteo;169.9
46872496;Criteo;55.93
46871496;Vizury;196.7
46866496;Criteo;114.9
46855496;Criteo;127.73
46851496;Triggit;76.81
46847296;Triggit;84.81
46839296;Criteo;109.9
46836496;Criteo;99.9
46822296;Triggit;84.81
46818296;Criteo;77.73
46812496;Vizury;63.81
46799496;Triggit;138.7
46799296;Criteo;84.81
46796496;Sociomantic;298.9
46788296;Criteo;199.9
46774296;Triggit;78.27
46748296;Criteo;257.6
46745496;Criteo;739.8
46718296;Criteo;159.8
46714296;Sociomantic;189.9
46713496;Criteo;339.8
46696496;Criteo;24.81
46689296;Criteo;142.0
46679296;Criteo;189.9
46674296;Criteo;104.8
46665296;Criteo;369.0
46664496;Criteo;129.9
46664296;Criteo;109.9
46659496;Criteo;109.9
46649496;Criteo;92.81
46633366;Criteo;124.5
46627296;Criteo;55.83
46618496;Criteo;199.9
46615496;Criteo;84.81
46614496;Criteo;119.9
46613496;Criteo;239.9
46611496;Triggit;249.9
46599496;Criteo;133.77
46592496;Criteo;448.8
46591496;Criteo;62.27
46589296;Triggit;64.81
46586296;Criteo;305.73
46578496;Criteo;119.0
46572496;Criteo;121.89
46528296;Triggit;46.81
46514296;Criteo;124.8
46499496;Criteo;219.99
46496296;Criteo;129.9
46495496;Criteo;109.9
46466496;Triggit;159.8
46461496;Criteo;219.99
46455496;Criteo;109.9
46453496;Criteo;129.9
46452496;Criteo;344.73
46448296;Criteo;289.9
46447296;Triggit;179.9
46436496;Criteo;149.73
46427496;Criteo;59.73
46426496;Criteo;119.9
46413366;Criteo;119.9
46394296;Criteo;329.9
46392296;Sociomantic;68.87
46389296;Triggit;149.9
46384496;Criteo;169.9
46383496;Criteo;149.9
46372496;Criteo;99.9
46364496;Criteo;139.9
46361496;Criteo;401.4
46349496;Criteo;49.73
46338496;Criteo;129.99
46338296;Criteo;99.98
46335496;Vizury;249.9
46329496;Criteo;494.85
46326296;Triggit;129.9
46317496;Criteo;89.71
46316496;Criteo;199.9
46286296;Sociomantic;58.81
46285496;Criteo;179.9
46276296;Criteo;139.9
46274296;Criteo;78.73
46269496;Criteo;151.92
46263496;Sociomantic;50.33
46262296;Criteo;99.9
46257496;Criteo;149.0
46231496;Sociomantic;208.73
46229296;Criteo;209.98
46227496;Criteo;44.81
46227296;Criteo;239.9
46226496;Criteo;219.73
46216496;Triggit;239.8
46215496;Criteo;129.9
46195296;Mainadv;297.73
46193496;Criteo;107.6
46187296;Criteo;54.81
46184496;Criteo;199.9
46172296;Criteo;196.83
46157496;Criteo;119.9
46149296;Criteo;239.9
46138496;Criteo;96.27
46125496;Criteo;149.8
46122296;Sociomantic;74.81
46113496;Criteo;287.73
46112296;Criteo;198.9
45999296;Criteo;174.63
45997496;Triggit;101.81
45987496;Criteo;129.8
45986496;Triggit;419.9
45985496;Triggit;349.9
45979496;Criteo;109.8
45976496;Criteo;149.9
45969496;Mainadv;70.71
45968496;Criteo;334.7
45962296;Triggit;107.8
45942496;Criteo;389.8
45933496;Criteo;119.9
45932296;Criteo;213.73
45919496;Criteo;44.81
45912296;Criteo;149.8
45895496;Criteo;74.81
45889496;Criteo;76.81
45884296;Sociomantic;164.5
45881496;Criteo;93.91
45876296;Triggit;102.77
45875296;Criteo;130.82
45868496;Criteo;209.9
45867296;Criteo;179.8
45864296;Criteo;159.9
45863496;Criteo;109.8
45855496;Triggit;941.53
45849296;Criteo;129.9
45842296;Triggit;144.9
45836496;Criteo;139.9
45834296;Criteo;480.67
45833496;Criteo;234.9
45832496;Triggit;169.8
45816296;Criteo;169.9
45815496;Triggit;290.68
45799296;Criteo;1008.6
45798496;Triggit;199.9
45795296;Criteo;579.7
45785296;Triggit;199.8
45776296;Criteo;98.81
45775496;Criteo;47.52
45769296;Criteo;237.95
45765496;Criteo;124.9
45744496;Triggit;78.05
45735496;Criteo;179.0
45729296;Criteo;179.9
45728296;Criteo;216.83
45716496;Triggit;199.99
45712296;Criteo;129.9
45692296;Triggit;164.9
45675496;Triggit;189.8
45669296;Criteo;76.81
45664296;Criteo;239.9
45663496;Triggit;209.9
45644496;Triggit;229.9
45639496;Criteo;199.9
45634496;Triggit;179.9
45624296;Criteo;149.9
45595496;Criteo;199.9
45587296;Criteo;399.9
45586296;Triggit;262.9
45584496;Triggit;224.9
45579296;Vizury;226.7
45577296;Criteo;139.9
45562296;Criteo;443.0
45557296;Triggit;78.73
45539496;Criteo;249.9
45528496;Criteo;139.8
45524496;Sociomantic;349.73
45522296;Criteo;74.81
45498296;Criteo;349.8
45493496;Criteo;159.9
45491496;Triggit;94.05
45488296;Criteo;206.52
45487496;Criteo;139.8
45469296;Triggit;229.9
45467496;Criteo;149.9
45446496;Criteo;99.73
45438296;Criteo;84.81
45428496;Criteo;179.9
45416496;Criteo;199.9
45398496;Criteo;699.8
45398296;Criteo;159.9
45396496;Criteo;189.9
45391496;Triggit;139.9
45382496;Sociomantic;99.9
45372296;Criteo;159.9
45367496;Criteo;319.8
45367296;Triggit;229.9
45366296;Criteo;129.9
45355496;Criteo;49.73
45348296;Criteo;99.9
45324296;Criteo;139.9
45315496;Criteo;459.8
45292496;Sociomantic;299.9
45274296;Triggit;84.81
45272296;Criteo;64.81
45248296;Criteo;179.99
45239296;Sociomantic;167.6
45237296;Criteo;109.9
45234496;Criteo;109.9
45233496;Triggit;649.9
45224496;Criteo;279.8
45219496;Criteo;53.81
45167496;Criteo;54.81
45165496;Criteo;139.9
45154496;Criteo;209.9
45149296;Criteo;119.9
45126496;Criteo;2056.0
45125296;Mainadv;532.8
45122296;Criteo;108.86
45119496;Criteo;198.9
45117296;Criteo;149.8
45113366;Triggit;32.71
45112296;Sociomantic;169.9
44989296;Criteo;239.8
44985496;Criteo;139.9
44985296;Triggit;90.73
44973496;Criteo;101.81
44969296;Criteo;109.8
44927496;Triggit;164.95
44899496;Criteo;159.8
44891496;Criteo;349.73
44886496;Criteo;159.9
44886296;Criteo;237.95
44877296;Criteo;99.9
44874496;Criteo;132.9
44873496;Triggit;219.9
44872296;Criteo;178.99
44864496;Triggit;269.7
44862296;Vizury;499.6
44854496;Criteo;72.03
44853366;Triggit;199.9
44839496;Sociomantic;399.0
44836296;Criteo;239.7
44835496;Criteo;665.8
44824296;Criteo;435.85
44816296;Criteo;229.9
44813366;Criteo;169.8
44797296;Criteo;189.6
44777296;Triggit;56.86
44776496;Criteo;209.9
44739496;Triggit;215.89
44734296;Criteo;58.8
44732496;Triggit;119.9
44725496;Criteo;103.81
44719296;Triggit;159.9
44713496;Criteo;238.0
44685296;Triggit;169.89
44682296;Criteo;279.8
44677496;Criteo;379.8
44669496;Criteo;172.9
44666296;Criteo;249.9
44659496;Zanox;219.73
44658296;Triggit;84.81
44652496;Criteo;149.9
44652296;Triggit;379.8
44637496;Criteo;76.85
44634496;Sociomantic;39.81
44633496;Criteo;369.9
44631496;Criteo;119.7
44612296;Criteo;84.81
44611496;Criteo;99.9
44598496;Criteo;100.7
44594496;Vizury;109.9
44567296;Criteo;299.0
44554296;Criteo;99.9
44546496;Criteo;429.9
44539496;Criteo;164.95
44535496;Criteo;84.81
44529496;Criteo;119.7
44528496;Criteo;139.8
44514496;Criteo;1313.99
44513496;Criteo;64.81
44513366;Criteo;84.81
44494296;Criteo;379.8
44484496;Criteo;171.8
44484296;Triggit;249.9
44482496;Triggit;149.9
44467296;My Things;384.7
44462296;Criteo;149.9
44456296;Criteo;66.22
44449296;Criteo;236.83
44448496;Criteo;99.9
44445296;Criteo;189.9
44432496;Criteo;209.9
44432296;Criteo;119.9
44428496;Criteo;389.9
44427496;Criteo;36.22
44415496;Criteo;209.8
44388296;Criteo;18.81
44384296;Triggit;122.9
44356496;Criteo;64.81
44353366;Criteo;99.9
44348296;Criteo;219.9
44341496;Sociomantic;139.89
44337496;Triggit;229.89
44333366;Triggit;197.8
44329496;Criteo;229.9
44316496;Criteo;290.9
44288496;Criteo;199.9
44282496;Criteo;102.9
44267496;Sociomantic;84.81
44265496;Criteo;102.8
44262496;Criteo;182.9
44259296;Vizury;173.7
44258496;Triggit;471.4
44256296;Triggit;189.9
44253366;Triggit;105.5
44241496;Criteo;399.0
44232296;Criteo;86.05
44223496;Triggit;139.9
44217496;Criteo;119.9
44213496;Criteo;114.8
44213366;Criteo;103.81
44198496;Criteo;339.8
44173496;Criteo;199.7
44162296;Triggit;30.61
44161496;Criteo;169.9
44141496;Criteo;56.83
44138296;Criteo;99.9
44135496;Criteo;169.9
44128296;Criteo;252.73
44125296;Triggit;249.9
44119496;Triggit;46.27
44116296;Criteo;174.9
43997296;Criteo;162.9
43995496;Criteo;179.9
43975496;Criteo;112.9
43966296;Criteo;200.0
43962496;Criteo;129.0
43957496;Criteo;143.8
43956496;Triggit;225.17
43953496;Triggit;209.63
43951496;Vizury;129.9
43937296;Triggit;50.9
43933496;Triggit;179.9
43933366;Criteo;199.9
43932496;Triggit;74.81
43922296;Criteo;159.9
43918496;Criteo;119.9
43917296;Criteo;99.9
43916496;Criteo;53.91
43891496;Criteo;86.81
43884296;Criteo;555.24
43881496;Criteo;263.7
43879496;Criteo;106.83
43848496;Criteo;279.6
43847496;Triggit;99.9
43847296;Criteo;169.9
43846296;Criteo;144.95
43843496;Criteo;408.93
43842496;Criteo;100.79
43841496;Criteo;138.7
43822296;Criteo;150.0
43819496;Criteo;38.81
43812296;Criteo;65.73
43794296;Criteo;129.9
43784296;Criteo;110.0
43779296;Criteo;149.9
43772496;Criteo;152.8
43763496;Triggit;150.0
43756296;Criteo;198.0
43749296;Criteo;84.81
43744296;Criteo;28.81
43739296;Triggit;199.9
43733366;Criteo;263.0
43728496;Criteo;379.8
43726496;Criteo;501.0
43723496;Criteo;99.9
43722296;Triggit;259.0
43716496;Criteo;268.8
43699496;Criteo;159.8
43697296;Criteo;84.81
43694296;Criteo;86.22
43688496;Criteo;249.9
43678496;Criteo;189.9
43678296;Criteo;94.81
43672496;Criteo;119.9
43668496;Triggit;456.03
43655496;Sociomantic;159.9
43654296;Criteo;353.9
43653366;Triggit;189.9
43648496;Triggit;148.73
43645296;Criteo;79.27
43633366;Criteo;304.63
43628496;Criteo;179.9
43619296;Criteo;249.9
43598296;Criteo;276.0
43595496;Criteo;99.9
43595296;Criteo;92.61
43592296;Criteo;119.9
43583496;Criteo;119.94
43577296;Criteo;122.9
43575296;Criteo;98.73
43573366;Criteo;622.23
43571496;Criteo;109.72
43569296;Triggit;84.81
43559496;Criteo;263.6
43549496;Sociomantic;129.8
43544296;Criteo;239.6
43534296;Criteo;159.8
43532496;Criteo;159.9
43526496;Criteo;1453.9
43512496;Criteo;169.0
43498496;Triggit;50.27
